tool,dimension,dimension_score,metric,raw_value,normalized_value,weight,contribution
rtfMRI-NF,scientific_impact,0.2816920745477772,fork_count,1,0.01,0.2567328181561449,0.0025673281815614493
rtfMRI-NF,scientific_impact,0.2816920745477772,altmetric_score,,,0.0,0.0
demultiplex,compatibility,0.0,input_formats,,,0.0,0.0
demultiplex,compatibility,0.0,output_formats,,,0.0,0.0
demultiplex,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
demultiplex,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
demultiplex,fairness,,license,,,0.0,0.0
demultiplex,fairness,,repository,,,0.0,0.0
demultiplex,fairness,,registry,,,0.0,0.0
demultiplex,fairness,,citation,,,0.0,0.0
demultiplex,fairness,,checklist,,,0.0,0.0
demultiplex,fairness,,publication_open_access,,,0.0,0.0
demultiplex,maintainability,0.9451784297499999,nloc_per_file,40.25,0.95975,0.342201,0.32842740974999995
demultiplex,maintainability,0.9451784297499999,avg_ccn,2.14,0.8733333333333333,0.324063,0.28301502
demultiplex,maintainability,0.9451784297499999,duplicate_rate,0.0,1.0,0.333736,0.333736
demultiplex,sustainability,0.2934663122481261,avg_issue_close_time_days,14.58387896825397,0.8379569003527336,0.199091,0.16682967724812608
demultiplex,sustainability,0.2934663122481261,num_open_issues,1,0.995,0.127273,0.126636635
demultiplex,sustainability,0.2934663122481261,days_since_last_commit,848,0.0,0.114545,0.0
demultiplex,sustainability,0.2934663122481261,inverse_simpson_index,1.0,0.0,0.241818,0.0
demultiplex,sustainability,0.2934663122481261,has_releases,False,0.0,0.149091,0.0
demultiplex,sustainability,0.2934663122481261,has_contribution_guidelines,False,0.0,0.168182,0.0
demultiplex,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
demultiplex,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
demultiplex,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
demultiplex,security,0.0,security_updates,,,0.0,0.0
demultiplex,security,0.0,secret_scanning,,,0.0,0.0
demultiplex,scientific_impact,0.22374599844705692,fwci,,,0.0,0.0
demultiplex,scientific_impact,0.22374599844705692,citation_count,,,0.0,0.0
demultiplex,scientific_impact,0.22374599844705692,star_count,33,0.33,0.5572749935294038,0.18390074786470326
demultiplex,scientific_impact,0.22374599844705692,fork_count,9,0.09,0.44272500647059626,0.039845250582353664
demultiplex,scientific_impact,0.22374599844705692,altmetric_score,,,0.0,0.0
M2R,compatibility,0.0,input_formats,,,0.0,0.0
M2R,compatibility,0.0,output_formats,,,0.0,0.0
M2R,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
M2R,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
M2R,fairness,1.0,license,,,0.0,0.0
M2R,fairness,1.0,repository,,,0.0,0.0
M2R,fairness,1.0,registry,,,0.0,0.0
M2R,fairness,1.0,citation,,,0.0,0.0
M2R,fairness,1.0,checklist,,,0.0,0.0
M2R,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
M2R,maintainability,0.7013732359999999,nloc_per_file,154.0,0.846,0.342201,0.28950204599999996
M2R,maintainability,0.7013732359999999,avg_ccn,7.83,0.24111111111111105,0.324063,0.07813518999999998
M2R,maintainability,0.7013732359999999,duplicate_rate,0.0,1.0,0.333736,0.333736
M2R,sustainability,0.16765074795605597,avg_issue_close_time_days,,,0.0,0.0
M2R,sustainability,0.16765074795605597,num_open_issues,1,0.995,0.15891068773106556,0.15811613429241023
M2R,sustainability,0.16765074795605597,days_since_last_commit,2093,0.0,0.14301874495104935,0.0
M2R,sustainability,0.16765074795605597,inverse_simpson_index,1.6,0.03157894736842106,0.301929432682115,0.009534613663645738
M2R,sustainability,0.16765074795605597,has_releases,False,0.0,0.18615223452352264,0.0
M2R,sustainability,0.16765074795605597,has_contribution_guidelines,False,0.0,0.20998890011224747,0.0
M2R,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
M2R,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
M2R,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
M2R,security,0.0,security_updates,,,0.0,0.0
M2R,security,0.0,secret_scanning,,,0.0,0.0
M2R,scientific_impact,0.0032315947255229945,fwci,,,0.0,0.0
M2R,scientific_impact,0.0032315947255229945,citation_count,0,0.0,0.42010770929155566,0.0
M2R,scientific_impact,0.0032315947255229945,star_count,1,0.01,0.32315947255229943,0.0032315947255229945
M2R,scientific_impact,0.0032315947255229945,fork_count,0,0.0,0.2567328181561449,0.0
M2R,scientific_impact,0.0032315947255229945,altmetric_score,,,0.0,0.0
homologueDiscoverer,compatibility,0.0,input_formats,,,0.0,0.0
homologueDiscoverer,compatibility,0.0,output_formats,,,0.0,0.0
homologueDiscoverer,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
homologueDiscoverer,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
homologueDiscoverer,fairness,1.0,license,,,0.0,0.0
homologueDiscoverer,fairness,1.0,repository,,,0.0,0.0
homologueDiscoverer,fairness,1.0,registry,,,0.0,0.0
homologueDiscoverer,fairness,1.0,citation,,,0.0,0.0
homologueDiscoverer,fairness,1.0,checklist,,,0.0,0.0
homologueDiscoverer,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
homologueDiscoverer,maintainability,0.88827649934,nloc_per_file,52.26,0.94774,0.342201,0.32431757574
homologueDiscoverer,maintainability,0.88827649934,avg_ccn,3.19,0.7566666666666667,0.324063,0.24520767000000002
homologueDiscoverer,maintainability,0.88827649934,duplicate_rate,4.49,0.9551,0.333736,0.31875125359999995
homologueDiscoverer,sustainability,0.22650451357650186,avg_issue_close_time_days,,,0.0,0.0
homologueDiscoverer,sustainability,0.22650451357650186,num_open_issues,1,0.995,0.22764272721256468,0.22650451357650186
homologueDiscoverer,sustainability,0.22650451357650186,days_since_last_commit,1539,0.0,0.20487720245899146,0.0
homologueDiscoverer,sustainability,0.22650451357650186,inverse_simpson_index,,,0.0,0.0
homologueDiscoverer,sustainability,0.22650451357650186,has_releases,False,0.0,0.2666667859078397,0.0
homologueDiscoverer,sustainability,0.22650451357650186,has_contribution_guidelines,False,0.0,0.3008132844206042,0.0
homologueDiscoverer,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
homologueDiscoverer,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
homologueDiscoverer,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
homologueDiscoverer,security,0.0,security_updates,,,0.0,0.0
homologueDiscoverer,security,0.0,secret_scanning,,,0.0,0.0
homologueDiscoverer,scientific_impact,0.19641536222646655,fwci,,,0.0,0.0
homologueDiscoverer,scientific_impact,0.19641536222646655,citation_count,10,0.4521511235672025,0.42010770929155566,0.18995217277542056
homologueDiscoverer,scientific_impact,0.19641536222646655,star_count,2,0.02,0.32315947255229943,0.006463189451045989
homologueDiscoverer,scientific_impact,0.19641536222646655,fork_count,0,0.0,0.2567328181561449,0.0
homologueDiscoverer,scientific_impact,0.19641536222646655,altmetric_score,,,0.0,0.0
HUMID,compatibility,0.0,input_formats,,,0.0,0.0
HUMID,compatibility,0.0,output_formats,,,0.0,0.0
HUMID,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
HUMID,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
HUMID,fairness,,license,,,0.0,0.0
HUMID,fairness,,repository,,,0.0,0.0
HUMID,fairness,,registry,,,0.0,0.0
HUMID,fairness,,citation,,,0.0,0.0
HUMID,fairness,,checklist,,,0.0,0.0
HUMID,fairness,,publication_open_access,,,0.0,0.0
HUMID,maintainability,0.9158940644,nloc_per_file,58.0,0.942,0.342201,0.322353342
HUMID,maintainability,0.9158940644,avg_ccn,2.26,0.86,0.324063,0.27869418
HUMID,maintainability,0.9158940644,duplicate_rate,5.66,0.9434,0.333736,0.3148465424
HUMID,sustainability,0.1348830637349553,avg_issue_close_time_days,776.4671412037037,0.0,0.199091,0.0
HUMID,sustainability,0.1348830637349553,num_open_issues,3,0.985,0.127273,0.125363905
HUMID,sustainability,0.1348830637349553,days_since_last_commit,662,0.0,0.114545,0.0
HUMID,sustainability,0.1348830637349553,inverse_simpson_index,1.7479344629603697,0.0393649717347563,0.241818,0.0095191587349553
HUMID,sustainability,0.1348830637349553,has_releases,False,0.0,0.149091,0.0
HUMID,sustainability,0.1348830637349553,has_contribution_guidelines,False,0.0,0.168182,0.0
HUMID,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
HUMID,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
HUMID,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
HUMID,security,0.0,security_updates,,,0.0,0.0
HUMID,security,0.0,secret_scanning,,,0.0,0.0
HUMID,scientific_impact,0.03671824980588212,fwci,,,0.0,0.0
HUMID,scientific_impact,0.03671824980588212,citation_count,,,0.0,0.0
HUMID,scientific_impact,0.03671824980588212,star_count,5,0.05,0.5572749935294038,0.027863749676470193
HUMID,scientific_impact,0.03671824980588212,fork_count,2,0.02,0.44272500647059626,0.008854500129411925
HUMID,scientific_impact,0.03671824980588212,altmetric_score,,,0.0,0.0
Paratype,compatibility,0.0,input_formats,,,0.0,0.0
Paratype,compatibility,0.0,output_formats,,,0.0,0.0
Paratype,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
Paratype,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
Paratype,fairness,1.0,license,,,0.0,0.0
Paratype,fairness,1.0,repository,,,0.0,0.0
Paratype,fairness,1.0,registry,,,0.0,0.0
Paratype,fairness,1.0,citation,,,0.0,0.0
Paratype,fairness,1.0,checklist,,,0.0,0.0
Paratype,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
Paratype,maintainability,0.6526097783999999,nloc_per_file,338.0,0.6619999999999999,0.342201,0.22653706199999996
Paratype,maintainability,0.6526097783999999,avg_ccn,6.67,0.37,0.324063,0.11990331
Paratype,maintainability,0.6526097783999999,duplicate_rate,8.26,0.9174,0.333736,0.30616940639999995
Paratype,sustainability,0.1286503302739726,avg_issue_close_time_days,971.3842071759259,0.0,0.199091,0.0
Paratype,sustainability,0.1286503302739726,num_open_issues,2,0.99,0.127273,0.12600027
Paratype,sustainability,0.1286503302739726,days_since_last_commit,567,0.0,0.114545,0.0
Paratype,sustainability,0.1286503302739726,inverse_simpson_index,1.2082191780821916,0.01095890410958903,0.241818,0.0026500602739726003
Paratype,sustainability,0.1286503302739726,has_releases,False,0.0,0.149091,0.0
Paratype,sustainability,0.1286503302739726,has_contribution_guidelines,False,0.0,0.168182,0.0
Paratype,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
Paratype,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
Paratype,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
Paratype,security,0.0,security_updates,,,0.0,0.0
Paratype,security,0.0,secret_scanning,,,0.0,0.0
Paratype,scientific_impact,0.29853430519312846,fwci,,,0.0,0.0
Paratype,scientific_impact,0.29853430519312846,citation_count,26,0.6214684848679675,0.42010770929155566,0.2610837015747756
Paratype,scientific_impact,0.29853430519312846,star_count,10,0.1,0.32315947255229943,0.032315947255229946
Paratype,scientific_impact,0.29853430519312846,fork_count,2,0.02,0.2567328181561449,0.0051346563631228985
Paratype,scientific_impact,0.29853430519312846,altmetric_score,,,0.0,0.0
bio.tools,compatibility,0.0,input_formats,,,0.0,0.0
bio.tools,compatibility,0.0,output_formats,,,0.0,0.0
bio.tools,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
bio.tools,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
bio.tools,fairness,1.0,license,,,0.0,0.0
bio.tools,fairness,1.0,repository,,,0.0,0.0
bio.tools,fairness,1.0,registry,,,0.0,0.0
bio.tools,fairness,1.0,citation,,,0.0,0.0
bio.tools,fairness,1.0,checklist,,,0.0,0.0
bio.tools,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
bio.tools,maintainability,0.7410906977299999,nloc_per_file,187.87,0.81213,0.342201,0.27791169813
bio.tools,maintainability,0.7410906977299999,avg_ccn,2.87,0.7922222222222222,0.324063,0.25672990999999995
bio.tools,maintainability,0.7410906977299999,duplicate_rate,38.14,0.6186,0.333736,0.2064490896
bio.tools,sustainability,0.06959298631685717,avg_issue_close_time_days,671.1795473251028,0.0,0.199091,0.0
bio.tools,sustainability,0.06959298631685717,num_open_issues,116,0.42000000000000004,0.127273,0.05345466
bio.tools,sustainability,0.06959298631685717,days_since_last_commit,203,0.0,0.114545,0.0
bio.tools,sustainability,0.06959298631685717,inverse_simpson_index,2.2680123068600606,0.06673748983474004,0.241818,0.016138326316857167
bio.tools,sustainability,0.06959298631685717,has_releases,False,0.0,0.149091,0.0
bio.tools,sustainability,0.06959298631685717,has_contribution_guidelines,False,0.0,0.168182,0.0
bio.tools,security,0.47669736382597355,default_branch_protected,True,1.0,0.47669736382597355,0.47669736382597355
bio.tools,security,0.47669736382597355,has_security_policy,False,0.0,0.2996011877543224,0.0
bio.tools,security,0.47669736382597355,gitignore_present,False,0.0,0.22370144841970407,0.0
bio.tools,security,0.47669736382597355,security_updates,,,0.0,0.0
bio.tools,security,0.47669736382597355,secret_scanning,,,0.0,0.0
bio.tools,scientific_impact,0.7096312267566017,fwci,,,0.0,0.0
bio.tools,scientific_impact,0.7096312267566017,citation_count,115,0.8963448780556919,0.42010770929155566,0.3765613934551955
bio.tools,scientific_impact,0.7096312267566017,star_count,84,0.84,0.32315947255229943,0.2714539569439315
bio.tools,scientific_impact,0.7096312267566017,fork_count,24,0.24,0.2567328181561449,0.06161587635747477
bio.tools,scientific_impact,0.7096312267566017,altmetric_score,,,0.0,0.0
WikiPathways,compatibility,0.0,input_formats,,,0.0,0.0
WikiPathways,compatibility,0.0,output_formats,,,0.0,0.0
WikiPathways,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
WikiPathways,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
WikiPathways,fairness,,license,,,0.0,0.0
WikiPathways,fairness,,repository,,,0.0,0.0
WikiPathways,fairness,,registry,,,0.0,0.0
WikiPathways,fairness,,citation,,,0.0,0.0
WikiPathways,fairness,,checklist,,,0.0,0.0
WikiPathways,fairness,,publication_open_access,,,0.0,0.0
WikiPathways,maintainability,0.9481057796699999,nloc_per_file,24.33,0.97567,0.342201,0.33387524967
WikiPathways,maintainability,0.9481057796699999,avg_ccn,2.21,0.8655555555555555,0.324063,0.28049452999999996
WikiPathways,maintainability,0.9481057796699999,duplicate_rate,0.0,1.0,0.333736,0.333736
WikiPathways,sustainability,0.1277798537835658,avg_issue_close_time_days,117.7688327991453,0.0,0.199091,0.0
WikiPathways,sustainability,0.1277798537835658,num_open_issues,16,0.92,0.127273,0.11709116
WikiPathways,sustainability,0.1277798537835658,days_since_last_commit,193,0.0,0.114545,0.0
WikiPathways,sustainability,0.1277798537835658,inverse_simpson_index,1.8398265715858628,0.044201398504519096,0.241818,0.010688693783565798
WikiPathways,sustainability,0.1277798537835658,has_releases,False,0.0,0.149091,0.0
WikiPathways,sustainability,0.1277798537835658,has_contribution_guidelines,False,0.0,0.168182,0.0
WikiPathways,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
WikiPathways,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
WikiPathways,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
WikiPathways,security,0.0,security_updates,,,0.0,0.0
WikiPathways,security,0.0,secret_scanning,,,0.0,0.0
WikiPathways,scientific_impact,0.1554180005176477,fwci,,,0.0,0.0
WikiPathways,scientific_impact,0.1554180005176477,citation_count,,,0.0,0.0
WikiPathways,scientific_impact,0.1554180005176477,star_count,12,0.12,0.5572749935294038,0.06687299922352845
WikiPathways,scientific_impact,0.1554180005176477,fork_count,20,0.2,0.44272500647059626,0.08854500129411925
WikiPathways,scientific_impact,0.1554180005176477,altmetric_score,,,0.0,0.0
DMI-TCAT,compatibility,0.0,input_formats,,,0.0,0.0
DMI-TCAT,compatibility,0.0,output_formats,,,0.0,0.0
DMI-TCAT,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
DMI-TCAT,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
DMI-TCAT,fairness,1.0,license,,,0.0,0.0
DMI-TCAT,fairness,1.0,repository,,,0.0,0.0
DMI-TCAT,fairness,1.0,registry,,,0.0,0.0
DMI-TCAT,fairness,1.0,citation,,,0.0,0.0
DMI-TCAT,fairness,1.0,checklist,,,0.0,0.0
DMI-TCAT,fairness,1.0,publication_open_access,True,1.0,1.0,1.0
DMI-TCAT,maintainability,,nloc_per_file,,,0.0,0.0
DMI-TCAT,maintainability,,avg_ccn,,,0.0,0.0
DMI-TCAT,maintainability,,duplicate_rate,,,0.0,0.0
DMI-TCAT,sustainability,0.12444220181924952,avg_issue_close_time_days,97.41324820171411,0.0,0.199091,0.0
DMI-TCAT,sustainability,0.12444220181924952,num_open_issues,46,0.77,0.127273,0.09800021
DMI-TCAT,sustainability,0.12444220181924952,days_since_last_commit,687,0.0,0.114545,0.0
DMI-TCAT,sustainability,0.12444220181924952,inverse_simpson_index,3.0775866336076754,0.10934666492671975,0.241818,0.026441991819249517
DMI-TCAT,sustainability,0.12444220181924952,has_releases,False,0.0,0.149091,0.0
DMI-TCAT,sustainability,0.12444220181924952,has_contribution_guidelines,False,0.0,0.168182,0.0
DMI-TCAT,security,0.0,default_branch_protected,False,0.0,0.47669736382597355,0.0
DMI-TCAT,security,0.0,has_security_policy,False,0.0,0.2996011877543224,0.0
DMI-TCAT,security,0.0,gitignore_present,False,0.0,0.22370144841970407,0.0
DMI-TCAT,security,0.0,security_updates,,,0.0,0.0
DMI-TCAT,security,0.0,secret_scanning,,,0.0,0.0
DMI-TCAT,scientific_impact,0.7218286830654019,fwci,,,0.0,0.0
DMI-TCAT,scientific_impact,0.7218286830654019,citation_count,5,0.337857147626047,0.42010770929155566,0.14193639235695757
DMI-TCAT,scientific_impact,0.7218286830654019,star_count,371,1.0,0.32315947255229943,0.32315947255229943
DMI-TCAT,scientific_impact,0.7218286830654019,fork_count,114,1.0,0.2567328181561449,0.2567328181561449
DMI-TCAT,scientific_impact,0.7218286830654019,altmetric_score,,,0.0,0.0
DisGUVery,compatibility,0.0,input_formats,,,0.0,0.0
DisGUVery,compatibility,0.0,output_formats,,,0.0,0.0
DisGUVery,compatibility,0.0,has_workflow_support,False,0.0,0.34142426786507973,0.0
DisGUVery,compatibility,0.0,has_distribution_support,False,0.0,0.6585757321349203,0.0
